Place,Division Place,Division Entrants,Division,Age,Sex,State/Country,Time (seconds),Mile pace (seconds),From USA,Maine,Time (minutes)
2847,127,394,F4044,44,F,ME,3394.6,547,Yes,Maine,56.577
2848,177,397,F2529,28,F,ME,3395,547,Yes,Maine,56.583
2849,156,426,F3539,35,F,ME,3396.1,547,Yes,Maine,56.602
2850,128,394,F4044,42,F,ME,3396.2,547,Yes,Maine,56.603
2851,157,426,F3539,36,F,ME,3396.3,547,Yes,Maine,56.605
2852,196,333,M5054,50,M,ME,3396.8,547,Yes,Maine,56.613
2853,129,394,F4044,40,F,MA,3397,547,Yes,Away,56.617
2854,158,426,F3539,35,F,ME,3397.6,547,Yes,Maine,56.627
2855,172,246,M2529,26,M,ME,3398.9,547,Yes,Maine,56.648
2856,27,142,F5559,55,F,MA,3399.6,548,Yes,Away,56.66
2857,272,412,M4044,40,M,VT,3399.6,548,Yes,Away,56.66
2858,159,426,F3539,39,F,ME,3399.8,548,Yes,Maine,56.663
2859,173,246,M2529,26,M,ME,3400,548,Yes,Maine,56.667
2860,61,144,M6064,63,M,ME,3400.4,548,Yes,Maine,56.673
2861,119,235,M5559,56,M,NJ,3400.5,548,Yes,Away,56.675
2862,178,397,F2529,28,F,MA,3400.6,548,Yes,Away,56.677
2863,28,142,F5559,57,F,ME,3400.7,548,Yes,Maine,56.678
2864,177,471,F3034,34,F,ME,3400.8,548,Yes,Maine,56.68
2865,160,426,F3539,37,F,ME,3401.8,548,Yes,Maine,56.697
2866,179,397,F2529,25,F,VA,3401.9,548,Yes,Away,56.698
2867,180,397,F2529,26,F,ME,3402.1,548,Yes,Maine,56.702
2868,161,426,F3539,39,F,ME,3402.5,548,Yes,Maine,56.708
2869,197,333,M5054,54,M,ME,3402.6,548,Yes,Maine,56.71
2870,69,174,F1519,17,F,ME,3402.9,548,Yes,Maine,56.715
2871,45,229,F5054,50,F,ME,3402.9,548,Yes,Maine,56.715
2872,226,357,M4549,49,M,ME,3402.9,548,Yes,Maine,56.715
2873,227,357,M4549,45,M,ME,3403.2,548,Yes,Maine,56.72
2874,93,325,F4549,48,F,ME,3403.4,548,Yes,Maine,56.723
2875,70,174,F1519,17,F,ME,3403.6,548,Yes,Maine,56.727
2876,174,246,M2529,29,M,MA,3403.7,548,Yes,Away,56.728
2877,198,333,M5054,50,M,NJ,3404,548,Yes,Away,56.733
2878,199,333,M5054,52,M,ME,3404.1,548,Yes,Maine,56.735
2879,71,174,F1519,17,F,ME,3404.3,548,Yes,Maine,56.738
2880,273,412,M4044,41,M,ME,3404.4,548,Yes,Maine,56.74
2881,109,237,F2024,20,F,ME,3404.5,548,Yes,Maine,56.742
2882,175,246,M2529,25,M,ME,3404.7,548,Yes,Maine,56.745
2883,200,333,M5054,53,M,ME,3404.7,548,Yes,Maine,56.745
2884,62,144,M6064,62,M,NH,3405,548,Yes,Away,56.75
2885,11,72,F6064,60,F,ME,3405.3,549,Yes,Maine,56.755
2886,274,412,M4044,43,M,ME,3406,549,Yes,Maine,56.767
2887,228,357,M4549,48,M,ME,3406.2,549,Yes,Maine,56.77
2888,94,325,F4549,45,F,ME,3406.3,549,Yes,Maine,56.772
2889,46,229,F5054,50,F,MA,3406.4,549,Yes,Away,56.773
2890,95,325,F4549,46,F,ME,3406.8,549,Yes,Maine,56.78
2891,229,357,M4549,47,M,NY,3407,549,Yes,Away,56.783
2892,230,357,M4549,46,M,NY,3407.8,549,Yes,Away,56.797
2893,130,394,F4044,40,F,ME,3408.3,549,Yes,Maine,56.805
2894,201,333,M5054,54,M,ME,3408.5,549,Yes,Maine,56.808
2895,162,426,F3539,38,F,CANADA,3409.1,549,No,Away,56.818
2896,110,237,F2024,21,F,ME,3409.3,549,Yes,Maine,56.822
2897,47,229,F5054,50,F,ME,3411.1,549,Yes,Maine,56.852
2898,96,325,F4549,46,F,ME,3411.2,549,Yes,Maine,56.853
2899,202,333,M5054,52,M,ME,3411.3,549,Yes,Maine,56.855
2900,203,333,M5054,51,M,ME,3411.6,550,Yes,Maine,56.86
2901,131,394,F4044,42,F,ME,3412.2,550,Yes,Maine,56.87
2902,120,235,M5559,58,M,ME,3412.4,550,Yes,Maine,56.873
2903,163,426,F3539,37,F,ME,3412.5,550,Yes,Maine,56.875
2904,164,426,F3539,37,F,ME,3413.2,550,Yes,Maine,56.887
2905,132,394,F4044,40,F,ME,3413.3,550,Yes,Maine,56.888
2906,111,237,F2024,22,F,ME,3413.6,550,Yes,Maine,56.893
2907,181,397,F2529,27,F,ME,3414.4,550,Yes,Maine,56.907
2908,221,335,M3539,35,M,MA,3414.6,550,Yes,Away,56.91
2909,204,333,M5054,50,M,ME,3414.8,550,Yes,Maine,56.913
2910,182,397,F2529,25,F,NC,3415,550,Yes,Away,56.917
2911,183,397,F2529,27,F,MA,3415.2,550,Yes,Away,56.92
2912,275,412,M4044,41,M,VA,3415.2,550,Yes,Away,56.92
2913,72,174,F1519,16,F,ME,3415.3,550,Yes,Maine,56.922
2914,210,316,M3034,32,M,ME,3415.5,550,Yes,Maine,56.925
2915,12,72,F6064,62,F,ME,3415.8,550,Yes,Maine,56.93
2916,73,174,F1519,18,F,ME,3415.9,550,Yes,Maine,56.932
2917,184,397,F2529,28,F,ME,3416,550,Yes,Maine,56.933
2918,205,333,M5054,52,M,ME,3416.2,550,Yes,Maine,56.937
2919,222,335,M3539,39,M,ME,3416.6,550,Yes,Maine,56.943
2920,97,325,F4549,49,F,ME,3417,550,Yes,Maine,56.95
2921,276,412,M4044,40,M,ME,3417.1,550,Yes,Maine,56.952
2922,178,471,F3034,33,F,ME,3417.4,550,Yes,Maine,56.957
2923,185,397,F2529,25,F,ME,3417.6,550,Yes,Maine,56.96
2924,48,229,F5054,54,F,ME,3417.7,551,Yes,Maine,56.962
2925,211,316,M3034,30,M,ME,3417.7,551,Yes,Maine,56.962
2926,133,394,F4044,44,F,PA,3418.1,551,Yes,Away,56.968
2927,231,357,M4549,47,M,ME,3418.3,551,Yes,Maine,56.972
2928,5,23,M7074,72,M,ME,3418.3,551,Yes,Maine,56.972
2929,2,29,F6569,66,F,NH,3418.6,551,Yes,Away,56.977
2930,165,426,F3539,38,F,ME,3418.8,551,Yes,Maine,56.98
2931,223,335,M3539,37,M,ME,3418.8,551,Yes,Maine,56.98
2932,277,412,M4044,42,M,ME,3418.9,551,Yes,Maine,56.982
2933,134,394,F4044,42,F,ME,3420.6,551,Yes,Maine,57.01
2934,6,23,M7074,70,M,ME,3420.8,551,Yes,Maine,57.013
2935,135,394,F4044,43,F,ME,3420.8,551,Yes,Maine,57.013
2936,166,426,F3539,38,F,ME,3420.9,551,Yes,Maine,57.015
2937,74,174,F1519,15,F,ME,3421.1,551,Yes,Maine,57.018
2938,278,412,M4044,42,M,ME,3421.1,551,Yes,Maine,57.018
2939,75,174,F1519,16,F,ME,3421.5,551,Yes,Maine,57.025
2940,179,471,F3034,32,F,ME,3421.5,551,Yes,Maine,57.025
2941,186,397,F2529,28,F,ME,3421.9,551,Yes,Maine,57.032
2942,206,333,M5054,51,M,ME,3422.1,551,Yes,Maine,57.035
2943,136,394,F4044,40,F,ME,3422.2,551,Yes,Maine,57.037
2944,180,471,F3034,31,F,ME,3422.9,551,Yes,Maine,57.048
2945,167,426,F3539,37,F,ME,3423.2,551,Yes,Maine,57.053
2946,212,316,M3034,31,M,MA,3423.5,551,Yes,Away,57.058
2947,76,174,F1519,19,F,MA,3423.5,551,Yes,Away,57.058
2948,207,333,M5054,54,M,NY,3423.7,551,Yes,Away,57.062
2949,98,325,F4549,49,F,ME,3423.9,552,Yes,Maine,57.065
2950,99,325,F4549,49,F,ME,3424,552,Yes,Maine,57.067
2951,100,325,F4549,49,F,ME,3424,552,Yes,Maine,57.067
2952,112,237,F2024,20,F,ME,3424.6,552,Yes,Maine,57.077
2953,63,144,M6064,60,M,ME,3424.9,552,Yes,Maine,57.082
2954,176,246,M2529,25,M,ME,3425.2,552,Yes,Maine,57.087
2955,137,394,F4044,40,F,ME,3425.7,552,Yes,Maine,57.095
2956,168,426,F3539,37,F,ME,3425.9,552,Yes,Maine,57.098
2957,208,333,M5054,53,M,ME,3426.1,552,Yes,Maine,57.102
2958,181,471,F3034,32,F,ME,3426.6,552,Yes,Maine,57.11
2959,232,357,M4549,46,M,TN,3427,552,Yes,Away,57.117
2960,187,397,F2529,27,F,NH,3427,552,Yes,Away,57.117
2961,49,229,F5054,50,F,ME,3427.3,552,Yes,Maine,57.122
2962,233,357,M4549,48,M,ME,3427.3,552,Yes,Maine,57.122
2963,209,333,M5054,52,M,ME,3427.3,552,Yes,Maine,57.122
2964,169,426,F3539,35,F,ME,3427.7,552,Yes,Maine,57.128
2965,213,316,M3034,33,M,ME,3428.1,552,Yes,Maine,57.135
2966,77,174,F1519,19,F,ME,3428.4,552,Yes,Maine,57.14
2967,113,237,F2024,22,F,ME,3428.6,552,Yes,Maine,57.143
2968,214,316,M3034,34,M,ME,3428.7,552,Yes,Maine,57.145
2969,177,246,M2529,28,M,NH,3428.7,552,Yes,Away,57.145
2970,121,235,M5559,59,M,CANADA,3429,552,No,Away,57.15
2971,64,144,M6064,62,M,CA,3429.1,552,Yes,Away,57.152
2972,188,397,F2529,27,F,ME,3429.3,552,Yes,Maine,57.155
2973,234,357,M4549,49,M,ME,3429.3,552,Yes,Maine,57.155
2974,30,57,M0114,14,M,ME,3429.6,552,Yes,Maine,57.16
2975,210,333,M5054,54,M,ME,3429.7,552,Yes,Maine,57.162
2976,224,335,M3539,35,M,IL,3430.1,553,Yes,Away,57.168
2977,211,333,M5054,50,M,ME,3430.6,553,Yes,Maine,57.177
2978,212,333,M5054,54,M,ME,3430.6,553,Yes,Maine,57.177
2979,78,174,F1519,17,F,ME,3430.7,553,Yes,Maine,57.178
2980,235,357,M4549,47,M,ME,3431,553,Yes,Maine,57.183
2981,215,316,M3034,33,M,MA,3431,553,Yes,Away,57.183
2982,138,394,F4044,42,F,ME,3431.4,553,Yes,Maine,57.19
2983,65,144,M6064,61,M,ME,3431.6,553,Yes,Maine,57.193
2984,114,237,F2024,21,F,ME,3431.7,553,Yes,Maine,57.195
2985,182,471,F3034,31,F,NH,3431.9,553,Yes,Away,57.198
2986,279,412,M4044,44,M,ME,3431.9,553,Yes,Maine,57.198
2987,101,325,F4549,45,F,ME,3432,553,Yes,Maine,57.2
2988,139,394,F4044,40,F,ME,3432.3,553,Yes,Maine,57.205
2989,50,229,F5054,50,F,ME,3432.6,553,Yes,Maine,57.21
2990,183,201,M1519,19,M,ME,3432.9,553,Yes,Maine,57.215
2991,122,235,M5559,56,M,ME,3433.4,553,Yes,Maine,57.223
2992,7,23,M7074,73,M,ME,3433.6,553,Yes,Maine,57.227
2993,140,394,F4044,44,F,ME,3433.7,553,Yes,Maine,57.228
2994,213,333,M5054,54,M,ME,3433.7,553,Yes,Maine,57.228
2995,216,316,M3034,31,M,ME,3434.2,553,Yes,Maine,57.237
2996,178,246,M2529,28,M,NH,3434.6,553,Yes,Away,57.243
2997,179,246,M2529,28,M,ME,3435.3,553,Yes,Maine,57.255
2998,189,397,F2529,28,F,ME,3435.3,553,Yes,Maine,57.255
2999,280,412,M4044,41,M,NH,3435.6,553,Yes,Away,57.26
3000,102,325,F4549,45,F,ME,3435.9,553,Yes,Maine,57.265
3001,190,397,F2529,28,F,ME,3436.3,554,Yes,Maine,57.272
3002,236,357,M4549,47,M,ME,3436.7,554,Yes,Maine,57.278
3003,214,333,M5054,50,M,CT,3436.9,554,Yes,Away,57.282
3004,281,412,M4044,43,M,ME,3436.9,554,Yes,Maine,57.282
3005,147,186,M2024,20,M,VA,3436.9,554,Yes,Away,57.282
3006,225,335,M3539,36,M,ME,3437.6,554,Yes,Maine,57.293
3007,184,201,M1519,19,M,ME,3437.7,554,Yes,Maine,57.295
3008,141,394,F4044,44,F,ME,3437.9,554,Yes,Maine,57.298
3009,123,235,M5559,57,M,ME,3437.9,554,Yes,Maine,57.298
3010,191,397,F2529,25,F,ME,3438.3,554,Yes,Maine,57.305
3011,142,394,F4044,42,F,ME,3438.3,554,Yes,Maine,57.305
3012,183,471,F3034,30,F,ME,3438.7,554,Yes,Maine,57.312
3013,192,397,F2529,28,F,ME,3439.2,554,Yes,Maine,57.32
3014,193,397,F2529,29,F,ME,3439.3,554,Yes,Maine,57.322
3015,143,394,F4044,41,F,ME,3439.4,554,Yes,Maine,57.323
3016,215,333,M5054,52,M,ME,3439.6,554,Yes,Maine,57.327
3017,180,246,M2529,28,M,ME,3439.8,554,Yes,Maine,57.33
3018,115,237,F2024,21,F,MA,3440,554,Yes,Away,57.333
3019,51,229,F5054,50,F,ME,3440,554,Yes,Maine,57.333
3020,144,394,F4044,40,F,MA,3440.3,554,Yes,Away,57.338
3021,66,144,M6064,63,M,ME,3440.5,554,Yes,Maine,57.342
3022,184,471,F3034,31,F,MA,3440.6,554,Yes,Away,57.343
3023,79,174,F1519,17,F,FL,3440.6,554,Yes,Away,57.343
3024,185,471,F3034,31,F,ME,3440.8,554,Yes,Maine,57.347
3025,145,394,F4044,40,F,ME,3440.8,554,Yes,Maine,57.347
3026,217,316,M3034,33,M,ME,3441.4,554,Yes,Maine,57.357
3027,194,397,F2529,26,F,ME,3441.6,554,Yes,Maine,57.36
3028,146,394,F4044,42,F,DC,3442.2,554,Yes,Away,57.37
3029,186,471,F3034,33,F,ME,3442.3,554,Yes,Maine,57.372
3030,226,335,M3539,39,M,ME,3442.5,555,Yes,Maine,57.375
3031,52,229,F5054,51,F,FL,3443,555,Yes,Away,57.383
3032,187,471,F3034,33,F,ME,3443.1,555,Yes,Maine,57.385
3033,13,72,F6064,61,F,ME,3443.1,555,Yes,Maine,57.385
3034,124,235,M5559,56,M,ME,3443.2,555,Yes,Maine,57.387
3035,53,229,F5054,52,F,ME,3443.5,555,Yes,Maine,57.392
3036,80,174,F1519,15,F,ME,3444,555,Yes,Maine,57.4
3037,216,333,M5054,52,M,ME,3444.2,555,Yes,Maine,57.403
3038,103,325,F4549,46,F,ME,3444.5,555,Yes,Maine,57.408
3039,14,72,F6064,61,F,ME,3445.1,555,Yes,Maine,57.418
3040,237,357,M4549,49,M,MA,3445.1,555,Yes,Away,57.418
3041,67,144,M6064,63,M,ME,3445.3,555,Yes,Maine,57.422
3042,147,394,F4044,41,F,ME,3445.6,555,Yes,Maine,57.427
3043,148,394,F4044,40,F,ME,3445.9,555,Yes,Maine,57.432
3044,282,412,M4044,43,M,ME,3445.9,555,Yes,Maine,57.432
3045,283,412,M4044,43,M,ME,3446.3,555,Yes,Maine,57.438
3046,125,235,M5559,58,M,ME,3446.4,555,Yes,Maine,57.44
3047,238,357,M4549,48,M,ME,3446.7,555,Yes,Maine,57.445
3048,188,471,F3034,31,F,ME,3447.5,555,Yes,Maine,57.458
3049,149,394,F4044,41,F,ME,3447.9,555,Yes,Maine,57.465
3050,189,471,F3034,30,F,ME,3448,555,Yes,Maine,57.467
3051,190,471,F3034,30,F,ME,3448.2,555,Yes,Maine,57.47
3052,227,335,M3539,36,M,ME,3448.3,555,Yes,Maine,57.472
3053,191,471,F3034,31,F,ME,3448.4,555,Yes,Maine,57.473
3054,192,471,F3034,32,F,ME,3448.6,555,Yes,Maine,57.477
3055,104,325,F4549,48,F,ME,3448.8,556,Yes,Maine,57.48
3056,170,426,F3539,36,F,ME,3448.9,556,Yes,Maine,57.482
3057,171,426,F3539,39,F,ME,3449.6,556,Yes,Maine,57.493
3058,239,357,M4549,46,M,ME,3449.8,556,Yes,Maine,57.497
3059,218,316,M3034,34,M,ME,3449.9,556,Yes,Maine,57.498
3060,105,325,F4549,47,F,ME,3449.9,556,Yes,Maine,57.498
3061,185,201,M1519,15,M,ME,3450.1,556,Yes,Maine,57.502
3062,195,397,F2529,29,F,ME,3450.8,556,Yes,Maine,57.513
3063,25,62,M6569,67,M,MA,3451.3,556,Yes,Away,57.522
3064,150,394,F4044,42,F,MA,3451.4,556,Yes,Away,57.523
3065,181,246,M2529,28,M,ME,3451.4,556,Yes,Maine,57.523
3066,182,246,M2529,26,M,ME,3451.5,556,Yes,Maine,57.525
3067,116,237,F2024,20,F,ME,3451.6,556,Yes,Maine,57.527
3068,240,357,M4549,48,M,ME,3451.6,556,Yes,Maine,57.527
3069,219,316,M3034,31,M,ME,3451.8,556,Yes,Maine,57.53
3070,54,229,F5054,50,F,ME,3451.8,556,Yes,Maine,57.53
3071,26,62,M6569,69,M,ME,3452.2,556,Yes,Maine,57.537
3072,196,397,F2529,28,F,ME,3452.4,556,Yes,Maine,57.54
3073,241,357,M4549,45,M,ME,3453,556,Yes,Maine,57.55
3074,29,142,F5559,57,F,ME,3453.1,556,Yes,Maine,57.552
3075,172,426,F3539,39,F,ME,3453.3,556,Yes,Maine,57.555
3076,183,246,M2529,27,M,ME,3453.6,556,Yes,Maine,57.56
3077,68,144,M6064,61,M,ME,3453.6,556,Yes,Maine,57.56
3078,106,325,F4549,47,F,ME,3454.7,556,Yes,Maine,57.578
3079,228,335,M3539,37,M,ME,3454.7,556,Yes,Maine,57.578
3080,117,237,F2024,21,F,ME,3455.4,557,Yes,Maine,57.59
3081,118,237,F2024,24,F,MA,3455.6,557,Yes,Away,57.593
3082,242,357,M4549,45,M,ME,3455.8,557,Yes,Maine,57.597
3083,30,142,F5559,57,F,MA,3456.3,557,Yes,Away,57.605
3084,220,316,M3034,30,M,ME,3456.6,557,Yes,Maine,57.61
3085,173,426,F3539,37,F,ME,3456.6,557,Yes,Maine,57.61
3086,193,471,F3034,31,F,MA,3457.8,557,Yes,Away,57.63
3087,197,397,F2529,28,F,ME,3458.6,557,Yes,Maine,57.643
3088,174,426,F3539,39,F,ME,3459,557,Yes,Maine,57.65
3089,175,426,F3539,39,F,ME,3459.6,557,Yes,Maine,57.66
3090,107,325,F4549,49,F,ME,3460.2,557,Yes,Maine,57.67
3091,184,246,M2529,28,M,MA,3460.5,557,Yes,Away,57.675
3092,176,426,F3539,38,F,ME,3460.7,557,Yes,Maine,57.678
3093,194,471,F3034,32,F,MA,3461,557,Yes,Away,57.683
3094,148,186,M2024,24,M,ME,3461.2,558,Yes,Maine,57.687
3095,177,426,F3539,39,F,ME,3461.6,558,Yes,Maine,57.693
3096,151,394,F4044,42,F,ME,3462.4,558,Yes,Maine,57.707
3097,119,237,F2024,24,F,ME,3462.4,558,Yes,Maine,57.707
3098,152,394,F4044,42,F,ME,3462.6,558,Yes,Maine,57.71
3099,153,394,F4044,44,F,ME,3462.7,558,Yes,Maine,57.712
3100,154,394,F4044,43,F,VT,3462.8,558,Yes,Away,57.713
3101,185,246,M2529,29,M,NH,3462.9,558,Yes,Away,57.715
3102,155,394,F4044,44,F,MA,3463,558,Yes,Away,57.717
3103,195,471,F3034,32,F,ME,3463.1,558,Yes,Maine,57.718
3104,196,471,F3034,30,F,ME,3463.2,558,Yes,Maine,57.72
3105,120,237,F2024,23,F,ME,3463.2,558,Yes,Maine,57.72
3106,31,142,F5559,59,F,NH,3463.5,558,Yes,Away,57.725
3107,126,235,M5559,59,M,ME,3463.8,558,Yes,Maine,57.73
3108,149,186,M2024,22,M,MA,3463.9,558,Yes,Away,57.732
3109,15,72,F6064,63,F,IL,3464,558,Yes,Away,57.733
3110,121,237,F2024,23,F,MA,3464.2,558,Yes,Away,57.737
3111,229,335,M3539,37,M,ME,3464.3,558,Yes,Maine,57.738
3112,217,333,M5054,52,M,ME,3464.5,558,Yes,Maine,57.742
3113,127,235,M5559,58,M,ME,3464.6,558,Yes,Maine,57.743
3114,230,335,M3539,39,M,MA,3465.2,558,Yes,Away,57.753
3115,178,426,F3539,37,F,ME,3465.8,558,Yes,Maine,57.763
3116,243,357,M4549,46,M,CT,3466.8,558,Yes,Away,57.78
3117,16,72,F6064,62,F,ME,3467.2,558,Yes,Maine,57.787
3118,198,397,F2529,29,F,ME,3468.3,559,Yes,Maine,57.805
3119,150,186,M2024,20,M,ME,3468.6,559,Yes,Maine,57.81
3120,81,174,F1519,17,F,ME,3469.3,559,Yes,Maine,57.822
3121,108,325,F4549,45,F,ME,3469.5,559,Yes,Maine,57.825
3122,151,186,M2024,22,M,ME,3470.1,559,Yes,Maine,57.835
3123,8,23,M7074,72,M,PA,3470.4,559,Yes,Away,57.84
3124,231,335,M3539,35,M,ME,3471,559,Yes,Maine,57.85
3125,156,394,F4044,41,F,ME,3471.2,559,Yes,Maine,57.853
3126,186,246,M2529,25,M,ME,3471.2,559,Yes,Maine,57.853
3127,284,412,M4044,43,M,ME,3471.7,559,Yes,Maine,57.862
3128,122,237,F2024,21,F,ME,3472,559,Yes,Maine,57.867
3129,197,471,F3034,32,F,ME,3472,559,Yes,Maine,57.867
3130,82,174,F1519,16,F,ME,3472.5,559,Yes,Maine,57.875
3131,152,186,M2024,22,M,ME,3473,559,Yes,Maine,57.883
3132,157,394,F4044,44,F,ME,3473.5,560,Yes,Maine,57.892
3133,199,397,F2529,26,F,ME,3474.7,560,Yes,Maine,57.912
3134,221,316,M3034,31,M,ME,3474.8,560,Yes,Maine,57.913
3135,186,201,M1519,16,M,ME,3474.8,560,Yes,Maine,57.913
3136,222,316,M3034,34,M,ME,3475.1,560,Yes,Maine,57.918
3137,123,237,F2024,24,F,ME,3475.3,560,Yes,Maine,57.922
3138,198,471,F3034,32,F,ME,3475.7,560,Yes,Maine,57.928
3139,55,229,F5054,50,F,ME,3476,560,Yes,Maine,57.933
3140,199,471,F3034,33,F,ME,3476.1,560,Yes,Maine,57.935
3141,218,333,M5054,51,M,ME,3476.1,560,Yes,Maine,57.935
3142,223,316,M3034,31,M,ME,3476.2,560,Yes,Maine,57.937
3143,32,142,F5559,59,F,ME,3476.9,560,Yes,Maine,57.948
3144,224,316,M3034,30,M,ME,3477.1,560,Yes,Maine,57.952
3145,200,397,F2529,29,F,ME,3477.5,560,Yes,Maine,57.958
3146,285,412,M4044,40,M,CT,3477.9,560,Yes,Away,57.965
3147,109,325,F4549,49,F,ME,3478,560,Yes,Maine,57.967
3148,179,426,F3539,39,F,ME,3478.3,560,Yes,Maine,57.972
3149,56,229,F5054,50,F,ME,3478.4,560,Yes,Maine,57.973
3150,124,237,F2024,21,F,ME,3478.6,560,Yes,Maine,57.977
3151,31,57,M0114,14,M,ME,3478.9,560,Yes,Maine,57.982
3152,219,333,M5054,53,M,ME,3479.1,560,Yes,Maine,57.985
3153,69,144,M6064,63,M,ME,3479.7,560,Yes,Maine,57.995
3154,32,57,M0114,14,M,ME,3479.9,561,Yes,Maine,57.998
3155,187,246,M2529,28,M,ME,3480.1,561,Yes,Maine,58.002
3156,225,316,M3034,30,M,MA,3480.1,561,Yes,Away,58.002
3157,180,426,F3539,37,F,ME,3480.1,561,Yes,Maine,58.002
3158,70,144,M6064,62,M,ME,3480.4,561,Yes,Maine,58.007
3159,200,471,F3034,31,F,ME,3480.9,561,Yes,Maine,58.015
3160,244,357,M4549,47,M,ME,3481.2,561,Yes,Maine,58.02
3161,286,412,M4044,44,M,ME,3481.6,561,Yes,Maine,58.027
3162,9,23,M7074,73,M,RI,3481.8,561,Yes,Away,58.03
3163,57,229,F5054,50,F,ME,3482,561,Yes,Maine,58.033
3164,158,394,F4044,43,F,ME,3482.3,561,Yes,Maine,58.038
3165,128,235,M5559,55,M,ME,3482.8,561,Yes,Maine,58.047
3166,58,229,F5054,52,F,ME,3483,561,Yes,Maine,58.05
3167,33,142,F5559,57,F,ME,3483.1,561,Yes,Maine,58.052
3168,59,229,F5054,53,F,ME,3483.6,561,Yes,Maine,58.06
3169,201,397,F2529,28,F,ME,3483.6,561,Yes,Maine,58.06
3170,226,316,M3034,34,M,ME,3484,561,Yes,Maine,58.067
3171,83,174,F1519,17,F,ME,3484.3,561,Yes,Maine,58.072
3172,110,325,F4549,46,F,NY,3484.9,561,Yes,Away,58.082
3173,202,397,F2529,25,F,ME,3485.1,561,Yes,Maine,58.085
3174,60,229,F5054,50,F,ME,3485.4,561,Yes,Maine,58.09
3175,287,412,M4044,42,M,ME,3485.5,561,Yes,Maine,58.092
3176,232,335,M3539,35,M,ME,3485.5,561,Yes,Maine,58.092
3177,111,325,F4549,46,F,ME,3485.7,561,Yes,Maine,58.095
3178,61,229,F5054,52,F,ME,3485.8,561,Yes,Maine,58.097
3179,112,325,F4549,45,F,ME,3486,562,Yes,Maine,58.1
3180,220,333,M5054,54,M,ME,3486.6,562,Yes,Maine,58.11
3181,227,316,M3034,30,M,ME,3487.3,562,Yes,Maine,58.122
3182,203,397,F2529,27,F,ME,3487.4,562,Yes,Maine,58.123
3183,188,246,M2529,27,M,NH,3488.1,562,Yes,Away,58.135
3184,201,471,F3034,30,F,MA,3488.2,562,Yes,Away,58.137
3185,288,412,M4044,44,M,NH,3488.3,562,Yes,Away,58.138
3186,181,426,F3539,39,F,CA,3488.4,562,Yes,Away,58.14
3187,129,235,M5559,56,M,ME,3488.7,562,Yes,Maine,58.145
3188,62,229,F5054,50,F,ME,3489,562,Yes,Maine,58.15
3189,228,316,M3034,30,M,ME,3489,562,Yes,Maine,58.15
3190,233,335,M3539,35,M,ME,3489.2,562,Yes,Maine,58.153
3191,229,316,M3034,30,M,MA,3489.4,562,Yes,Away,58.157
3192,10,23,M7074,72,M,ME,3489.8,562,Yes,Maine,58.163
3193,63,229,F5054,50,F,ME,3489.9,562,Yes,Maine,58.165
3194,130,235,M5559,55,M,ME,3490.7,562,Yes,Maine,58.178
3195,131,235,M5559,58,M,ME,3490.8,562,Yes,Maine,58.18
3196,202,471,F3034,30,F,MA,3490.9,562,Yes,Away,58.182
3197,153,186,M2024,23,M,ME,3490.9,562,Yes,Maine,58.182
3198,204,397,F2529,27,F,MA,3491,562,Yes,Away,58.183
3199,245,357,M4549,49,M,ME,3491.3,562,Yes,Maine,58.188
3200,64,229,F5054,50,F,ME,3491.5,562,Yes,Maine,58.192
3201,205,397,F2529,29,F,NH,3491.8,562,Yes,Away,58.197
3202,234,335,M3539,38,M,ME,3492.3,563,Yes,Maine,58.205
3203,235,335,M3539,36,M,ME,3492.3,563,Yes,Maine,58.205
3204,289,412,M4044,40,M,ME,3492.4,563,Yes,Maine,58.207
3205,71,144,M6064,62,M,ME,3492.4,563,Yes,Maine,58.207
3206,65,229,F5054,53,F,ME,3492.9,563,Yes,Maine,58.215
3207,236,335,M3539,37,M,ME,3493,563,Yes,Maine,58.217
3208,66,229,F5054,51,F,ME,3493,563,Yes,Maine,58.217
3209,113,325,F4549,47,F,ME,3493.6,563,Yes,Maine,58.227
3210,132,235,M5559,58,M,NH,3494.1,563,Yes,Away,58.235
3211,159,394,F4044,40,F,ME,3494.1,563,Yes,Maine,58.235
3212,290,412,M4044,41,M,ME,3494.5,563,Yes,Maine,58.242
3213,203,471,F3034,32,F,ME,3495.1,563,Yes,Maine,58.252
3214,160,394,F4044,41,F,ME,3495.3,563,Yes,Maine,58.255
3215,204,471,F3034,32,F,ME,3495.4,563,Yes,Maine,58.257
3216,189,246,M2529,25,M,MA,3495.5,563,Yes,Away,58.258
3217,161,394,F4044,43,F,ME,3496.1,563,Yes,Maine,58.268
3218,114,325,F4549,48,F,ME,3496.3,563,Yes,Maine,58.272
3219,162,394,F4044,44,F,NH,3496.6,563,Yes,Away,58.277
3220,237,335,M3539,36,M,ME,3496.8,563,Yes,Maine,58.28
3221,291,412,M4044,41,M,ME,3496.9,563,Yes,Maine,58.282
3222,246,357,M4549,48,M,ME,3498.3,563,Yes,Maine,58.305
3223,230,316,M3034,30,M,ME,3498.7,564,Yes,Maine,58.312
3224,238,335,M3539,35,M,NH,3498.8,564,Yes,Away,58.313
3225,84,174,F1519,15,F,ME,3498.9,564,Yes,Maine,58.315
3226,115,325,F4549,49,F,ME,3499,564,Yes,Maine,58.317
3227,239,335,M3539,35,M,NY,3499.6,564,Yes,Away,58.327
